model_name,dataset,shape_mode,k,f,runs,total_spec_steps,avg_suffix_mean,avg_suffix_std,cache_hit_mean,cache_hit_std,verify_ms_mean,verify_ms_std,suffix_per_verify_sec_mean,suffix_per_verify_sec_std,decode_tokens_per_verify_sec_mean,decode_tokens_per_verify_sec_std,decode_throughput_mean,decode_throughput_std,official_throughput_mean,official_throughput_std
Qwen3-8B,gsm,async_ssd,4,1,3,273,2.901098901098901,0.0,0.5824175824175825,0.0,64.67275296238971,0.19572647831225903,44.85840562506468,0.1355272313710556,44.85840562506468,0.1355272313710556,35.80893641480543,0.22357113233041373,30.347397340798626,0.2548857574809275
Qwen3-8B,gsm,async_ssd,4,2,3,273,2.901098901098901,0.0,0.6703296703296703,0.0,64.54656917035526,0.02604504516852036,44.945831409662055,0.01813611665243102,44.945831409662055,0.01813611665243102,37.00055474810191,0.1294293371354621,31.26957440390898,0.1617871786751206
Qwen3-8B,gsm,async_ssd,4,4,3,276,2.869565217391304,0.0,0.7608695652173912,0.0,64.73667895846556,0.049004829046454056,44.326745830307914,0.03356910532779546,44.326745830307914,0.03356910532779546,37.64164181395322,0.06550121701346942,31.42153200517259,0.05577286412686834
Qwen3-8B,gsm,async_ssd,6,1,3,246,3.3048780487804876,0.0,0.5487804878048781,0.0,64.70736385345822,0.03249980439379765,51.074227223531786,0.025648160555005003,51.074227223531786,0.025648160555005003,38.15158067544832,0.16542905532018007,31.38538449123745,0.26289531604307126
Qwen3-8B,gsm,async_ssd,6,2,3,246,3.280487804878048,0.0,0.6341463414634146,0.0,64.78952332134776,0.12185706250327735,50.63311736663561,0.0951965853231215,50.63311736663561,0.0951965853231215,39.366377275618014,0.287823097728324,31.47884965925879,0.8823759860343399
Qwen3-8B,gsm,async_ssd,6,3,3,246,3.280487804878048,0.0,0.7317073170731708,0.0,64.8347208166601,0.09637533001935077,50.59777538525409,0.07527085976686679,50.59777538525409,0.07527085976686679,41.05062222107631,0.15794194351801383,31.600578510769747,0.6422256007587297
Qwen3-8B,gsm,async_ssd,8,1,3,225,3.52,0.0,0.5066666666666667,0.0,65.02227558857864,0.11939981205098513,54.13541565912336,0.09944856833646033,54.13541565912336,0.09944856833646033,37.5115991598416,0.43180796250514897,30.70261503353879,1.1655679180050136
Qwen3-8B,gsm,async_ssd,8,2,3,225,3.52,0.0,0.6,0.0,65.1524686999619,0.06866129102213339,54.027156263745496,0.05696270351416691,54.027156263745496,0.05696270351416691,39.264783246960775,0.1849398455422124,31.88059867768069,0.5342283465781444
Qwen3-8B,gsm,async_ssd,8,4,3,225,3.52,0.0,0.7066666666666667,0.0,64.85210648220446,0.0215653804838249,54.277346572120024,0.018047442798965547,54.277346572120024,0.018047442798965547,40.933071890850705,0.005621800089918209,30.659112032482046,1.3839124051817953
